구분,단체이름,프로그램명,운영장소명,지원사업명,프로그램분야,프로그램대상,운영기간시작,운영기간종료,운영주소,시도,시군구,lat,lon
297,협동조합 미래,씨앗티즌 프로젝트_허튼예술,,꿈다락예술문화학교,"미술,연극/뮤지컬,미디어",청년,,,성남시 수정구 수정로 386. 성남꿈꾸는예술터 2F 통합랩1,경기,성남시 수정구,37.4578053199943,127.152163310414
298,협동조합 어감,양동시장 AI예술놀이터_ 어린이 미디어 탐방대,2층 양동전통시장 역사전시관 교육장,2025 꿈다락문화예술학교,"사진,미디어",아동,2025-06-28,2025-09-27,광주광역시 서구 천변좌로 238,광주,서구,35.1539074722757,126.902557729596
299,협동조합 어감,양동시장 AI예술메이커_ 나도 천아트 작가,2층 양동전통시장 역사전시관 교육장,2025 꿈다락문화예술학교,"공예,미디어",중장년,2025-07-01,2025-10-21,광주광역시 서구 천변좌로 238,광주,서구,35.1539074722757,126.902557729596
300,아트센터 나비 미술관,<미래감각: 감각의 재구성>,더 숲 노원 아트시네마,2024 꿈다락 문화예술학교,"미술,미디어,융복합,기타",청소년,2024-09-02,2024-11-30,서울특별시 노원구 노해로 480,서울,노원구,37.6541794204255,127.061435135164
301,아트센터 나비 미술관,<미래감각: 링크 투 네이처>,1층 A동 7-1호,2024 꿈다락 문화예술학교,"미술,미디어,융복합,기타",아동,2024-08-09,2024-10-19,서울특별시 성동구 왕십리로 63,서울,성동구,37.5436228045917,127.043585906393
302,창작집단 쟁이 사회적협동조합,순환랩 남김없이 외전 “남겨진 것”,,꿈다락예술문화학교,연극/뮤지컬,"청소년,청년,중장년,노년",,,동구 대전로448번길 70 지하 작은극장 다함,대전,동구,36.30751039074,127.455539704266
303,창작집단 쟁이 사회적협동조합,연극 꿈나무의 가오동이야기,,꿈다락예술문화학교,연극/뮤지컬,"아동,청소년",,,동구 대전로448번길 70 지하 작은극장 다함,대전,동구,36.30751039074,127.455539704266
304,호랑이는 고흥!,행복을 담는 건축학교 2023 고흥(어린이/청소년) 건축 워크숍-Re:creative city,,꿈다락예술문화학교,"디자인,건축","아동,청소년",,,"고흥군 고흥읍 남계리 458-7, 고흥 꿈꾸는 예술터 : 대환영",전남,고흥군,34.6103166582972,127.286718326722
305,호랑이는 고흥!,비주류 씨앗 학교,,꿈다락예술문화학교,"디자인,문학","아동,청소년",,,고흥군 고흥읍 봉동주공길 3 카페보아즈 외 고흥군 전체,전남,고흥군,34.6076573616932,127.288234225355
306,사단법인 아리수,함께 만드는 국악 음악극 “아리의 모험”,(별양동) 3층 연극놀이터 해마루,2024 생애주기별 문화예술교육 지원사업 <꿈다락 문화,"국악,연극/뮤지컬",아동,2024-07-01,2024-11-25,경기도 과천시 별양로 58-1,경기,과천시,37.4239815250069,126.993914817316
307,사단법인 아리수,춤추는 무지개,과천시민회관 연습실,2025 생애주기별 문화예술교육 지원사업 <꿈다락 문화,무용,"청년,중장년",2025-06-18,2025-10-29,경기도 과천시 통영로 5,경기,과천시,37.4281927195572,126.989152418475
308,사단법인 아리수,함께 만드는 국악 음악극 “아리의 모험”,과천문화원,2025 생애주기별 문화예술교육 지원사업 <꿈다락 문화,"국악,음악,연극/뮤지컬",아동,2025-06-30,2025-11-24,경기도 과천시 문원로 40-1,경기,과천시,37.4283435834001,127.001794376076
309,사단법인 아리수,전통을 잇는어린 예술가들?수궁가 FLEX연극놀이터해마루,과천시민회관 연습실,2025 생애주기별 문화예술교육 지원사업 <꿈다락 문화,"국악,연극/뮤지컬",아동,2025-06-12,2025-11-20,경기도 과천시 통영로 5,경기,과천시,37.4281927195572,126.989152418475
310,예술하는 아이다,"예술하는 청소년 : 빛과 그림자, 연극",,꿈다락예술문화학교,연극/뮤지컬,청소년,,,성북구 화랑로32길 100-1 돌곶이생활예술문화센터 움직임 연습실,서울,성북구,37.6062702212193,127.058753128292
311,예술하는 아이다,오필리아의 빛극장으로 초대합니다,성북구마을사회적경제센터,,연극,청소년,2023-07-01,2023-11-25,서울특별시 성북구 종암로25길 29 3층,서울,성북구,37.6000894093972,127.031453691426
312,예술하는 아이다,연극 만들기 빵 만들기,성북구마을사회적경제센터,,연극,청소년,2023-06-07,2023-11-15,서울특별시 성북구 종암로25길 29 3층,서울,성북구,37.6000894093972,127.031453691426
313,예술하는 아이다,연극놀이: 다 같이 상상 마을로!,,꿈다락예술문화학교,연극/뮤지컬,아동,,,"성북구 화랑로32길 100-1, 돌곶이생활예술문화센터 움직임 연습실",서울,성북구,37.6062702212193,127.058753128292
314,유한회사 아미고,손뜨개메이커,인천여자단기청소년쉼터하모니,,공예,"아동,청소년",2023-06-13,2023-11-28,인천광역시 남동구 인주대로 801 대영빌딩 5층,인천,남동구,37.4489806064423,126.726339276215
315,유한회사 아미고,캘리 힐 미,서울남부구치소,,미술,"청년,중장년,노년",2023-05-31,2023-09-06,서울특별시 구로구 금오로 865,,,37.4770414192439,126.837666620161
316,주식회사 물나무,생애전환 문화예술학교 오색필터 five sensitive,,꿈다락예술문화학교,사진,중장년,,,과천시 통영로 5 (중앙동) 과천시민회관 2층,경기,과천시,37.4281927195572,126.989152418475
317,주식회사 바인딩,주말예술캠퍼스 미술관 속 숨은 세상,,꿈다락예술문화학교,"미술,융복합","아동,청소년",,,"창원시 마산합포구 문신길 147, 창원시립마산문신미술관 교육실",경남,창원시 마산합포구,35.2067524865318,128.569265961364
318,주식회사 바인딩,"움직이는 우리, 몸짓의 조각",창원시립마산문신미술관,2025 생애주기별 문화예술교육 <꿈다락 문화예술학교>,"미술,연극/뮤지컬,융복합",아동,2025-07-26,2025-08-30,경상남도 창원시 마산합포구 문신길 147,경남,창원시 마산합포구,35.2067524865318,128.569265961364
319,주식회사 바인딩,"들리는 조각, 보이는 소리",창원시립마산문신미술관,2025 생애주기별 문화예술교육 <꿈다락 문화예술학교>,"음악,미술,미디어,융복합",아동,2025-07-26,2025-08-30,경상남도 창원시 마산합포구 문신길 147,경남,창원시 마산합포구,35.2067524865318,128.569265961364
320,상상이상 연구소 주식회사,드림아트랩 4.0 동해 고래를 찾아서,,꿈다락예술문화학교,"미술,융복합",아동,,,속초시 중앙로 33 속초 아동청소년 친화공간 “꿈이랑”,강원특별자치도,속초시,38.1997726786085,128.579769541441
321,상상이상 연구소 주식회사,예술쉼표 나 있스 속초,,꿈다락예술문화학교,"사진,미술","청년,중장년",,,"속초시 번영로 43번길 22, 214호 상상이상연구소",강원특별자치도,속초시,38.2055952358842,128.581231898138
322,상상이상 연구소 주식회사,예술쉼표 마음으로 찍는 사진 노트,,꿈다락예술문화학교,"사진,미술","청년,중장년",,,속초시 중앙로46번길 45 칠성조선소,강원특별자치도,속초시,38.1982449592871,128.583368118177
323,경상남도 진주시 진주성관리사업소(진주청동기문화박물관),국·공립 문화예술기관 연계 프로그램 대평마을의 평화를 위하여,,꿈다락예술문화학교,"음악,미술,무용",아동,,,진주시 대평면 호반로 1353 진주청동기문화박물관,경남,진주시,35.2243843708131,127.961966589126
324,미술공감 펀펀아트,마을가족 예술로 오손도손,꿈그린작은도서관,2025 생애주기별 문화예술교육 지원사업 「꿈다락 문화,"공예,미술,문학",,2025-06-21,2025-11-22,대전광역시 대덕구 동심1길 84,대전,대덕구,36.3637039056954,127.413864038264
325,미술공감 펀펀아트,꿈고개 아리랑프로젝트,꿈그린작은도서관,2025 생애주기별 문화예술교육 지원사업 「꿈다락 문화,"국악,미술,미디어","아동,청소년",2025-08-12,2025-10-18,대전광역시 대덕구 동심1길 84,대전,대덕구,36.3637039056954,127.413864038264
326,스튜디오 모든사이,어린이는 무엇을 믿는가 위(Whee) 프로젝트,,꿈다락예술문화학교,미술,아동,,,"성남시 수정구 수정로228번길 12, 신흥공공예술창작소 2층",경기,성남시 수정구,37.444691083622,127.145432540876
327,스튜디오 모든사이,어린이는 무엇을 믿는가 우리 동네 사건발생지도,,꿈다락예술문화학교,미술,아동,,,성남시 수정구 수정로228번길 12 신흥공공예술창작소 2층,경기,성남시 수정구,37.444691083622,127.145432540876
328,유한회사 이랑고랑,"당신의 삶을 바라보며, 나의 삶을 돌아보며.",,꿈다락예술문화학교,"미술,연극/뮤지컬","중장년,노년",,,"김제시 광활면 심창로 208, 용평용신마을",전북특별자치도,김제시,35.8423529118626,126.73271070501
329,주식회사 라이블리,별별We로,,,음악,"청년,중장년",2023-05-01,2023-11-30,울산광역시 울주군 청량읍 청량천변로 103-9,,,,
330,주식회사 라이블리,음중진담 밴드,부산 이동·플랫폼 노동자 지원센터 ‘도담도담’,,음악,"청년,중장년",2023-05-01,2023-11-30,부산광역시 부산진구 서면로 38,부산,부산진구,35.1540967992627,129.058053661794
331,주식회사 라이블리,동동주(動同作) 한잔~,도담도담,,음악,"청년,중장년",2022-05-01,2022-09-30,부산광역시 부산진구 서면로 38,부산,부산진구,35.1540967992627,129.058053661794
332,주식회사 엠공사이,042 LAB :나예술연구소,1층 엠공사이 교육장,2024 꿈다락 문화예술학교,"공예,미술",청년,2024-06-25,2024-11-26,대전광역시 서구 계룡로325번길 21,대전,서구,36.3554194599769,127.365201001352
333,주식회사 표현하다,창작 오디오 드라마 허브,"B1, 표현하다 스튜디오",2024 꿈다락 문화예술학교,"연극/뮤지컬,미디어","청년,중장년",2024-07-23,2024-08-22,서울특별시 동작구 사당로17길 83,서울,동작구,37.4864364917903,126.971995253767
334,주식회사 표현하다,청년 창작 라이브 오디오 드라마 소리로 잇다,,꿈다락예술문화학교,"연극/뮤지컬,융복합",청년,,,"동작구 사당로17길 83, B1 표현하다 스튜디오",서울,동작구,37.4864364917903,126.971995253767
335,주식회사 표현하다,낭만 시니어를 위한 오디오 음악 드라마,인천북부교육문화센터,2024 인천 꿈다락 문화예술학교,"음악,연극/뮤지컬,미디어","중장년,노년",2024-07-01,2024-08-09,인천광역시 부평구 원적로 391,인천,부평구,37.5045059904215,126.709921244403
336,주식회사 표현하다,청년 창작 라이브 오디오 드라마 소리로 잇다,,꿈다락예술문화학교,"연극/뮤지컬,융복합",청년,,,"동작구 사당로17길 83, B1 표현하다 스튜디오",서울,동작구,37.4864364917903,126.971995253767
337,주식회사 표현하다,이야기 나라 오디오 세상,,꿈다락예술문화학교,"연극/뮤지컬,융복합",아동,,,동작구 사당로20나길 25 1층 사당융합형 우리동네키움센터 동작13호점,서울,동작구,37.481831224465,126.974227690422
338,주식회사 표현하다,상상 나라가 오디오,사당융합형 우리동네키움센터 동작13호점,2024 꿈다락 문화예술학교,"연극/뮤지컬,미디어",아동,2024-07-24,2024-08-23,서울특별시 동작구 사당로20나길 25,서울,동작구,37.481831224465,126.974227690422
339,커뮤니티 아트센터 숲,소소한 마실 ?하단포구,,꿈다락예술문화학교,"미술,문학",중장년,,,사하구 하신중앙로 308 하단1동 행정복지센터,부산,사하구,35.1039644999339,128.96424250535
340,커뮤니티 아트센터 숲,불(火)협화음,,꿈다락예술문화학교,음악,아동,,,낙동대로 520번길 14. 청구아파트 상가 지하 반디-무지크,부산,사하구,35.1109308014316,128.966995833185
341,커뮤니티 아트센터 숲,우리가 글을 몰랐지 인생을 몰랐나!,,꿈다락예술문화학교,"미술,문학",노년,,,사하구 낙동대로 380  당리동행정복지센터,부산,사하구,35.1029348005095,128.976680494596
